T E X A S  E D U C A T I O N  A G E N C Y,,,,,,,
,,,,,,,
PEIMS Student Enrollment Data for 2014-2015,,,,,,,
,,,,,,,
Year,Region,County Name,District Name,District Number,Charter Status,Gender,Enrollment
2014-2015,11,COOKE COUNTY,MUENSTER ISD,049902,TRADITIONAL ISD/CSD,Female,235
2014-2015,11,COOKE COUNTY,MUENSTER ISD,049902,TRADITIONAL ISD/CSD,Male,266
2014-2015,17,BAILEY COUNTY,MULESHOE ISD,009901,TRADITIONAL ISD/CSD,Female,693
2014-2015,17,BAILEY COUNTY,MULESHOE ISD,009901,TRADITIONAL ISD/CSD,Male,730
2014-2015,12,MILLS COUNTY,MULLIN ISD,167902,TRADITIONAL ISD/CSD,Female,158
2014-2015,12,MILLS COUNTY,MULLIN ISD,167902,TRADITIONAL ISD/CSD,Male,96
2014-2015,06,ROBERTSON COUNTY,MUMFORD ISD,198906,TRADITIONAL ISD/CSD,Female,319
2014-2015,06,ROBERTSON COUNTY,MUMFORD ISD,198906,TRADITIONAL ISD/CSD,Male,293
2014-2015,09,KNOX COUNTY,MUNDAY CISD,138903,TRADITIONAL ISD/CSD,Female,195
2014-2015,09,KNOX COUNTY,MUNDAY CISD,138903,TRADITIONAL ISD/CSD,Male,202
2014-2015,07,HENDERSON COUNTY,MURCHISON ISD,107908,TRADITIONAL ISD/CSD,Female,89
2014-2015,07,HENDERSON COUNTY,MURCHISON ISD,107908,TRADITIONAL ISD/CSD,Male,123
2014-2015,07,NACOGDOCHES COUNTY,NACOGDOCHES ISD,174904,TRADITIONAL ISD/CSD,Female,3124
2014-2015,07,NACOGDOCHES COUNTY,NACOGDOCHES ISD,174904,TRADITIONAL ISD/CSD,Male,3315
2014-2015,20,MEDINA COUNTY,NATALIA ISD,163903,TRADITIONAL ISD/CSD,Female,551
2014-2015,20,MEDINA COUNTY,NATALIA ISD,163903,TRADITIONAL ISD/CSD,Male,576
2014-2015,13,GUADALUPE COUNTY,NAVARRO ISD,094903,TRADITIONAL ISD/CSD,Female,803
2014-2015,13,GUADALUPE COUNTY,NAVARRO ISD,094903,TRADITIONAL ISD/CSD,Male,938
2014-2015,06,GRIMES COUNTY,NAVASOTA ISD,093904,TRADITIONAL ISD/CSD,Female,1510
2014-2015,06,GRIMES COUNTY,NAVASOTA ISD,093904,TRADITIONAL ISD/CSD,Male,1545
2014-2015,16,CASTRO COUNTY,NAZARETH ISD,035903,TRADITIONAL ISD/CSD,Female,123
2014-2015,16,CASTRO COUNTY,NAZARETH ISD,035903,TRADITIONAL ISD/CSD,Male,104
2014-2015,07,ANDERSON COUNTY,NECHES ISD,001906,TRADITIONAL ISD/CSD,Female,168
2014-2015,07,ANDERSON COUNTY,NECHES ISD,001906,TRADITIONAL ISD/CSD,Male,202
2014-2015,05,JEFFERSON COUNTY,NEDERLAND ISD,123905,TRADITIONAL ISD/CSD,Female,2571
2014-2015,05,JEFFERSON COUNTY,NEDERLAND ISD,123905,TRADITIONAL ISD/CSD,Male,2636
2014-2015,04,FORT BEND COUNTY,NEEDVILLE ISD,079906,TRADITIONAL ISD/CSD,Female,1408
2014-2015,04,FORT BEND COUNTY,NEEDVILLE ISD,079906,TRADITIONAL ISD/CSD,Male,1517
2014-2015,08,BOWIE COUNTY,NEW BOSTON ISD,019905,TRADITIONAL ISD/CSD,Female,710
2014-2015,08,BOWIE COUNTY,NEW BOSTON ISD,019905,TRADITIONAL ISD/CSD,Male,662
2014-2015,13,COMAL COUNTY,NEW BRAUNFELS ISD,046901,TRADITIONAL ISD/CSD,Female,4037
2014-2015,13,COMAL COUNTY,NEW BRAUNFELS ISD,046901,TRADITIONAL ISD/CSD,Male,4426
2014-2015,06,MONTGOMERY COUNTY,NEW CANEY ISD,170908,TRADITIONAL ISD/CSD,Female,6308
2014-2015,06,MONTGOMERY COUNTY,NEW CANEY ISD,170908,TRADITIONAL ISD/CSD,Male,6671
2014-2015,17,LUBBOCK COUNTY,NEW DEAL ISD,152902,TRADITIONAL ISD/CSD,Female,361
2014-2015,17,LUBBOCK COUNTY,NEW DEAL ISD,152902,TRADITIONAL ISD/CSD,Male,353
2014-2015,07,UPSHUR COUNTY,NEW DIANA ISD,230906,TRADITIONAL ISD/CSD,Female,489
2014-2015,07,UPSHUR COUNTY,NEW DIANA ISD,230906,TRADITIONAL ISD/CSD,Male,527
2014-2015,20,BEXAR COUNTY,NEW FRONTIERS CHARTER SCHOOL,015805,OPEN ENROLLMENT CHARTER,Female,336
2014-2015,20,BEXAR COUNTY,NEW FRONTIERS CHARTER SCHOOL,015805,OPEN ENROLLMENT CHARTER,Male,339
2014-2015,17,LYNN COUNTY,NEW HOME ISD,153905,TRADITIONAL ISD/CSD,Female,159
2014-2015,17,LYNN COUNTY,NEW HOME ISD,153905,TRADITIONAL ISD/CSD,Male,187
2014-2015,07,CHEROKEE COUNTY,NEW SUMMERFIELD ISD,037908,TRADITIONAL ISD/CSD,Female,234
2014-2015,07,CHEROKEE COUNTY,NEW SUMMERFIELD ISD,037908,TRADITIONAL ISD/CSD,Male,305
2014-2015,06,WALKER COUNTY,NEW WAVERLY ISD,236901,TRADITIONAL ISD/CSD,Female,453
2014-2015,06,WALKER COUNTY,NEW WAVERLY ISD,236901,TRADITIONAL ISD/CSD,Male,511
2014-2015,09,YOUNG COUNTY,NEWCASTLE ISD,252902,TRADITIONAL ISD/CSD,Female,106
2014-2015,09,YOUNG COUNTY,NEWCASTLE ISD,252902,TRADITIONAL ISD/CSD,Male,104
2014-2015,11,TARRANT COUNTY,NEWMAN INTERNATIONAL ACADEMY OF AR,220817,OPEN ENROLLMENT CHARTER,Female,434
2014-2015,11,TARRANT COUNTY,NEWMAN INTERNATIONAL ACADEMY OF AR,220817,OPEN ENROLLMENT CHARTER,Male,430
2014-2015,05,NEWTON COUNTY,NEWTON ISD,176902,TRADITIONAL ISD/CSD,Female,482
2014-2015,05,NEWTON COUNTY,NEWTON ISD,176902,TRADITIONAL ISD/CSD,Male,527
2014-2015,13,GONZALES COUNTY,NIXON-SMILEY CISD,089903,TRADITIONAL ISD/CSD,Female,543
2014-2015,13,GONZALES COUNTY,NIXON-SMILEY CISD,089903,TRADITIONAL ISD/CSD,Male,542
2014-2015,09,MONTAGUE COUNTY,NOCONA ISD,169902,TRADITIONAL ISD/CSD,Female,400
2014-2015,09,MONTAGUE COUNTY,NOCONA ISD,169902,TRADITIONAL ISD/CSD,Male,409
2014-2015,03,DEWITT COUNTY,NORDHEIM ISD,062902,TRADITIONAL ISD/CSD,Female,82
2014-2015,03,DEWITT COUNTY,NORDHEIM ISD,062902,TRADITIONAL ISD/CSD,Male,91
2014-2015,06,LEON COUNTY,NORMANGEE ISD,145906,TRADITIONAL ISD/CSD,Female,239
2014-2015,06,LEON COUNTY,NORMANGEE ISD,145906,TRADITIONAL ISD/CSD,Male,300
2014-2015,20,BEXAR COUNTY,NORTH EAST ISD,015910,TRADITIONAL ISD/CSD,Female,32976
2014-2015,20,BEXAR COUNTY,NORTH EAST ISD,015910,TRADITIONAL ISD/CSD,Male,34995
2014-2015,08,HOPKINS COUNTY,NORTH HOPKINS ISD,112906,TRADITIONAL ISD/CSD,Female,258
2014-2015,08,HOPKINS COUNTY,NORTH HOPKINS ISD,112906,TRADITIONAL ISD/CSD,Male,228
2014-2015,08,LAMAR COUNTY,NORTH LAMAR ISD,139911,TRADITIONAL ISD/CSD,Female,1392
2014-2015,08,LAMAR COUNTY,NORTH LAMAR ISD,139911,TRADITIONAL ISD/CSD,Male,1421
2014-2015,06,MADISON COUNTY,NORTH ZULCH ISD,154903,TRADITIONAL ISD/CSD,Female,197
2014-2015,06,MADISON COUNTY,NORTH ZULCH ISD,154903,TRADITIONAL ISD/CSD,Male,152
2014-2015,09,WILBARGER COUNTY,NORTHSIDE ISD,244905,TRADITIONAL ISD/CSD,Female,119
2014-2015,20,BEXAR COUNTY,NORTHSIDE ISD,015915,TRADITIONAL ISD/CSD,Female,50458
2014-2015,09,WILBARGER COUNTY,NORTHSIDE ISD,244905,TRADITIONAL ISD/CSD,Male,82
2014-2015,20,BEXAR COUNTY,NORTHSIDE ISD,015915,TRADITIONAL ISD/CSD,Male,53148
2014-2015,11,DENTON COUNTY,NORTHWEST ISD,061911,TRADITIONAL ISD/CSD,Female,9606
2014-2015,11,DENTON COUNTY,NORTHWEST ISD,061911,TRADITIONAL ISD/CSD,Male,10225
2014-2015,04,HARRIS COUNTY,NORTHWEST PREPARATORY,101848,OPEN ENROLLMENT CHARTER,Female,152
2014-2015,04,HARRIS COUNTY,NORTHWEST PREPARATORY,101848,OPEN ENROLLMENT CHARTER,Male,163
2014-2015,10,DALLAS COUNTY,NOVA ACADEMY,057809,OPEN ENROLLMENT CHARTER,Female,125
2014-2015,10,DALLAS COUNTY,NOVA ACADEMY,057809,OPEN ENROLLMENT CHARTER,Male,99
2014-2015,10,DALLAS COUNTY,NOVA ACADEMY (SOUTHEAST),057827,OPEN ENROLLMENT CHARTER,Female,365
2014-2015,10,DALLAS COUNTY,NOVA ACADEMY (SOUTHEAST),057827,OPEN ENROLLMENT CHARTER,Male,356
2014-2015,15,EDWARDS COUNTY,NUECES CANYON CISD,069902,TRADITIONAL ISD/CSD,Female,159
2014-2015,15,EDWARDS COUNTY,NUECES CANYON CISD,069902,TRADITIONAL ISD/CSD,Male,138
2014-2015,03,VICTORIA COUNTY,NURSERY ISD,235904,TRADITIONAL ISD/CSD,Female,48
2014-2015,03,VICTORIA COUNTY,NURSERY ISD,235904,TRADITIONAL ISD/CSD,Male,70
2014-2015,13,TRAVIS COUNTY,NYOS CHARTER SCHOOL,227804,OPEN ENROLLMENT CHARTER,Female,482
2014-2015,13,TRAVIS COUNTY,NYOS CHARTER SCHOOL,227804,OPEN ENROLLMENT CHARTER,Male,440
2014-2015,17,LYNN COUNTY,O'DONNELL ISD,153903,TRADITIONAL ISD/CSD,Female,149
2014-2015,17,LYNN COUNTY,O'DONNELL ISD,153903,TRADITIONAL ISD/CSD,Male,172
2014-2015,06,LEON COUNTY,OAKWOOD ISD,145907,TRADITIONAL ISD/CSD,Female,93
2014-2015,06,LEON COUNTY,OAKWOOD ISD,145907,TRADITIONAL ISD/CSD,Male,93
2014-2015,02,SAN PATRICIO COUNTY,ODEM-EDROY ISD,205905,TRADITIONAL ISD/CSD,Female,513
2014-2015,02,SAN PATRICIO COUNTY,ODEM-EDROY ISD,205905,TRADITIONAL ISD/CSD,Male,494
2014-2015,04,GALVESTON COUNTY,ODYSSEY ACADEMY INC,084802,OPEN ENROLLMENT CHARTER,Female,376
2014-2015,04,GALVESTON COUNTY,ODYSSEY ACADEMY INC,084802,OPEN ENROLLMENT CHARTER,Male,385
2014-2015,12,CORYELL COUNTY,OGLESBY ISD,050904,TRADITIONAL ISD/CSD,Female,90
2014-2015,12,CORYELL COUNTY,OGLESBY ISD,050904,TRADITIONAL ISD/CSD,Male,94
2014-2015,15,RUNNELS COUNTY,OLFEN ISD,200906,TRADITIONAL ISD/CSD,Female,36
2014-2015,15,RUNNELS COUNTY,OLFEN ISD,200906,TRADITIONAL ISD/CSD,Male,20
2014-2015,09,YOUNG COUNTY,OLNEY ISD,252903,TRADITIONAL ISD/CSD,Female,334
2014-2015,09,YOUNG COUNTY,OLNEY ISD,252903,TRADITIONAL ISD/CSD,Male,391
2014-2015,17,LAMB COUNTY,OLTON ISD,140905,TRADITIONAL ISD/CSD,Female,300
2014-2015,17,LAMB COUNTY,OLTON ISD,140905,TRADITIONAL ISD/CSD,Male,342
2014-2015,06,POLK COUNTY,ONALASKA ISD,187910,TRADITIONAL ISD/CSD,Female,426
2014-2015,06,POLK COUNTY,ONALASKA ISD,187910,TRADITIONAL ISD/CSD,Male,468
2014-2015,02,JIM WELLS COUNTY,ORANGE GROVE ISD,125903,TRADITIONAL ISD/CSD,Female,922
2014-2015,02,JIM WELLS COUNTY,ORANGE GROVE ISD,125903,TRADITIONAL ISD/CSD,Male,988
2014-2015,05,ORANGE COUNTY,ORANGEFIELD ISD,181905,TRADITIONAL ISD/CSD,Female,871
2014-2015,05,ORANGE COUNTY,ORANGEFIELD ISD,181905,TRADITIONAL ISD/CSD,Male,911
2014-2015,07,UPSHUR COUNTY,ORE CITY ISD,230903,TRADITIONAL ISD/CSD,Female,415
2014-2015,07,UPSHUR COUNTY,ORE CITY ISD,230903,TRADITIONAL ISD/CSD,Male,454
2014-2015,12,BELL COUNTY,ORENDA CHARTER SCHOOL,014804,OPEN ENROLLMENT CHARTER,Female,660
2014-2015,12,BELL COUNTY,ORENDA CHARTER SCHOOL,014804,OPEN ENROLLMENT CHARTER,Male,662
2014-2015,07,RUSK COUNTY,OVERTON ISD,201908,TRADITIONAL ISD/CSD,Female,254
2014-2015,07,RUSK COUNTY,OVERTON ISD,201908,TRADITIONAL ISD/CSD,Male,256
2014-2015,17,COTTLE COUNTY,PADUCAH ISD,051901,TRADITIONAL ISD/CSD,Female,89
2014-2015,17,COTTLE COUNTY,PADUCAH ISD,051901,TRADITIONAL ISD/CSD,Male,118
2014-2015,14,HASKELL COUNTY,PAINT CREEK ISD,104907,TRADITIONAL ISD/CSD,Female,57
2014-2015,14,HASKELL COUNTY,PAINT CREEK ISD,104907,TRADITIONAL ISD/CSD,Male,76
2014-2015,15,CONCHO COUNTY,PAINT ROCK ISD,048903,TRADITIONAL ISD/CSD,Female,104
2014-2015,15,CONCHO COUNTY,PAINT ROCK ISD,048903,TRADITIONAL ISD/CSD,Male,107
2014-2015,03,MATAGORDA COUNTY,PALACIOS ISD,158905,TRADITIONAL ISD/CSD,Female,704
2014-2015,03,MATAGORDA COUNTY,PALACIOS ISD,158905,TRADITIONAL ISD/CSD,Male,738
2014-2015,07,ANDERSON COUNTY,PALESTINE ISD,001907,TRADITIONAL ISD/CSD,Female,1609
2014-2015,07,ANDERSON COUNTY,PALESTINE ISD,001907,TRADITIONAL ISD/CSD,Male,1744
2014-2015,10,ELLIS COUNTY,PALMER ISD,070910,TRADITIONAL ISD/CSD,Female,542
2014-2015,10,ELLIS COUNTY,PALMER ISD,070910,TRADITIONAL ISD/CSD,Male,603
2014-2015,11,PALO PINTO COUNTY,PALO PINTO ISD,182906,TRADITIONAL ISD/CSD,Female,60
2014-2015,11,PALO PINTO COUNTY,PALO PINTO ISD,182906,TRADITIONAL ISD/CSD,Male,64
2014-2015,16,GRAY COUNTY,PAMPA ISD,090904,TRADITIONAL ISD/CSD,Female,1915
2014-2015,16,GRAY COUNTY,PAMPA ISD,090904,TRADITIONAL ISD/CSD,Male,1923
2014-2015,16,CARSON COUNTY,PANHANDLE ISD,033902,TRADITIONAL ISD/CSD,Female,318
2014-2015,16,CARSON COUNTY,PANHANDLE ISD,033902,TRADITIONAL ISD/CSD,Male,330
2014-2015,07,PANOLA COUNTY,PANOLA CHARTER SCHOOL,183801,OPEN ENROLLMENT CHARTER,Female,80
2014-2015,07,PANOLA COUNTY,PANOLA CHARTER SCHOOL,183801,OPEN ENROLLMENT CHARTER,Male,75
2014-2015,15,COLEMAN COUNTY,PANTHER CREEK CISD,042905,TRADITIONAL ISD/CSD,Female,67
2014-2015,15,COLEMAN COUNTY,PANTHER CREEK CISD,042905,TRADITIONAL ISD/CSD,Male,77
2014-2015,11,WISE COUNTY,PARADISE ISD,249906,TRADITIONAL ISD/CSD,Female,529
2014-2015,11,WISE COUNTY,PARADISE ISD,249906,TRADITIONAL ISD/CSD,Male,599
2014-2015,08,LAMAR COUNTY,PARIS ISD,139909,TRADITIONAL ISD/CSD,Female,1745
2014-2015,08,LAMAR COUNTY,PARIS ISD,139909,TRADITIONAL ISD/CSD,Male,1811
2014-2015,04,HARRIS COUNTY,PASADENA ISD,101917,TRADITIONAL ISD/CSD,Female,26897
2014-2015,04,HARRIS COUNTY,PASADENA ISD,101917,TRADITIONAL ISD/CSD,Male,28680
2014-2015,19,EL PASO COUNTY,PASO DEL NORTE ACADEMY CHARTER DIS,071803,OPEN ENROLLMENT CHARTER,Female,156
2014-2015,19,EL PASO COUNTY,PASO DEL NORTE ACADEMY CHARTER DIS,071803,OPEN ENROLLMENT CHARTER,Male,132
2014-2015,17,DICKENS COUNTY,PATTON SPRINGS ISD,063906,TRADITIONAL ISD/CSD,Female,53
2014-2015,17,DICKENS COUNTY,PATTON SPRINGS ISD,063906,TRADITIONAL ISD/CSD,Male,46
2014-2015,02,BEE COUNTY,PAWNEE ISD,013902,TRADITIONAL ISD/CSD,Female,95
2014-2015,02,BEE COUNTY,PAWNEE ISD,013902,TRADITIONAL ISD/CSD,Male,87
2014-2015,04,BRAZORIA COUNTY,PEARLAND ISD,020908,TRADITIONAL ISD/CSD,Female,9872
2014-2015,04,BRAZORIA COUNTY,PEARLAND ISD,020908,TRADITIONAL ISD/CSD,Male,10678
2014-2015,20,FRIO COUNTY,PEARSALL ISD,082903,TRADITIONAL ISD/CSD,Female,1139
2014-2015,20,FRIO COUNTY,PEARSALL ISD,082903,TRADITIONAL ISD/CSD,Male,1224
2014-2015,11,PARKER COUNTY,PEASTER ISD,184908,TRADITIONAL ISD/CSD,Female,550
2014-2015,11,PARKER COUNTY,PEASTER ISD,184908,TRADITIONAL ISD/CSD,Male,541
2014-2015,18,REEVES COUNTY,PECOS-BARSTOW-TOYAH ISD,195901,TRADITIONAL ISD/CSD,Female,1176
2014-2015,18,REEVES COUNTY,PECOS-BARSTOW-TOYAH ISD,195901,TRADITIONAL ISD/CSD,Male,1257
2014-2015,10,DALLAS COUNTY,PEGASUS SCHOOL OF LIBERAL ARTS AND,057802,OPEN ENROLLMENT CHARTER,Female,323
2014-2015,10,DALLAS COUNTY,PEGASUS SCHOOL OF LIBERAL ARTS AND,057802,OPEN ENROLLMENT CHARTER,Male,339
2014-2015,12,HILL COUNTY,PENELOPE ISD,109914,TRADITIONAL ISD/CSD,Female,87
2014-2015,12,HILL COUNTY,PENELOPE ISD,109914,TRADITIONAL ISD/CSD,Male,104
2014-2015,09,JACK COUNTY,PERRIN-WHITT CISD,119903,TRADITIONAL ISD/CSD,Female,161
2014-2015,09,JACK COUNTY,PERRIN-WHITT CISD,119903,TRADITIONAL ISD/CSD,Male,191
2014-2015,16,OCHILTREE COUNTY,PERRYTON ISD,179901,TRADITIONAL ISD/CSD,Female,1178
2014-2015,16,OCHILTREE COUNTY,PERRYTON ISD,179901,TRADITIONAL ISD/CSD,Male,1247
2014-2015,17,HALE COUNTY,PETERSBURG ISD,095904,TRADITIONAL ISD/CSD,Female,119
2014-2015,17,HALE COUNTY,PETERSBURG ISD,095904,TRADITIONAL ISD/CSD,Male,124
2014-2015,09,CLAY COUNTY,PETROLIA ISD,039903,TRADITIONAL ISD/CSD,Female,245
2014-2015,09,CLAY COUNTY,PETROLIA ISD,039903,TRADITIONAL ISD/CSD,Male,275
2014-2015,02,BEE COUNTY,PETTUS ISD,013903,TRADITIONAL ISD/CSD,Female,226
2014-2015,02,BEE COUNTY,PETTUS ISD,013903,TRADITIONAL ISD/CSD,Male,206
2014-2015,08,MORRIS COUNTY,PEWITT CISD,172905,TRADITIONAL ISD/CSD,Female,458
2014-2015,08,MORRIS COUNTY,PEWITT CISD,172905,TRADITIONAL ISD/CSD,Male,530
2014-2015,13,TRAVIS COUNTY,PFLUGERVILLE ISD,227904,TRADITIONAL ISD/CSD,Female,11462
2014-2015,13,TRAVIS COUNTY,PFLUGERVILLE ISD,227904,TRADITIONAL ISD/CSD,Male,12486
2014-2015,01,HIDALGO COUNTY,PHARR-SAN JUAN-ALAMO ISD,108909,TRADITIONAL ISD/CSD,Female,15765
2014-2015,01,HIDALGO COUNTY,PHARR-SAN JUAN-ALAMO ISD,108909,TRADITIONAL ISD/CSD,Male,16523
2014-2015,10,HUNT COUNTY,PHOENIX CHARTER SCHOOL,116801,OPEN ENROLLMENT CHARTER,Female,357
2014-2015,10,HUNT COUNTY,PHOENIX CHARTER SCHOOL,116801,OPEN ENROLLMENT CHARTER,Male,360
2014-2015,11,DENTON COUNTY,PILOT POINT ISD,061903,TRADITIONAL ISD/CSD,Female,669
2014-2015,11,DENTON COUNTY,PILOT POINT ISD,061903,TRADITIONAL ISD/CSD,Male,722
2014-2015,07,GREGG COUNTY,PINE TREE ISD,092904,TRADITIONAL ISD/CSD,Female,2209
2014-2015,07,GREGG COUNTY,PINE TREE ISD,092904,TRADITIONAL ISD/CSD,Male,2426
2014-2015,07,ANGELINA COUNTY,PINEYWOODS COMMUNITY ACADEMY,003801,OPEN ENROLLMENT CHARTER,Female,426
2014-2015,07,ANGELINA COUNTY,PINEYWOODS COMMUNITY ACADEMY,003801,OPEN ENROLLMENT CHARTER,Male,385
2014-2015,08,CAMP COUNTY,PITTSBURG ISD,032902,TRADITIONAL ISD/CSD,Female,1186
2014-2015,08,CAMP COUNTY,PITTSBURG ISD,032902,TRADITIONAL ISD/CSD,Male,1254
2014-2015,17,YOAKUM COUNTY,PLAINS ISD,251902,TRADITIONAL ISD/CSD,Female,238
2014-2015,17,YOAKUM COUNTY,PLAINS ISD,251902,TRADITIONAL ISD/CSD,Male,219
2014-2015,17,HALE COUNTY,PLAINVIEW ISD,095905,TRADITIONAL ISD/CSD,Female,2708
2014-2015,17,HALE COUNTY,PLAINVIEW ISD,095905,TRADITIONAL ISD/CSD,Male,2863
2014-2015,10,COLLIN COUNTY,PLANO ISD,043910,TRADITIONAL ISD/CSD,Female,26565
2014-2015,10,COLLIN COUNTY,PLANO ISD,043910,TRADITIONAL ISD/CSD,Male,28124
2014-2015,08,BOWIE COUNTY,PLEASANT GROVE ISD,019912,TRADITIONAL ISD/CSD,Female,986
2014-2015,08,BOWIE COUNTY,PLEASANT GROVE ISD,019912,TRADITIONAL ISD/CSD,Male,1134
2014-2015,20,ATASCOSA COUNTY,PLEASANTON ISD,007905,TRADITIONAL ISD/CSD,Female,1733
2014-2015,20,ATASCOSA COUNTY,PLEASANTON ISD,007905,TRADITIONAL ISD/CSD,Male,1836
2014-2015,16,HUTCHINSON COUNTY,PLEMONS-STINNETT-PHILLIPS CISD,117904,TRADITIONAL ISD/CSD,Female,315
2014-2015,16,HUTCHINSON COUNTY,PLEMONS-STINNETT-PHILLIPS CISD,117904,TRADITIONAL ISD/CSD,Male,351
2014-2015,01,CAMERON COUNTY,POINT ISABEL ISD,031909,TRADITIONAL ISD/CSD,Female,1237
2014-2015,01,CAMERON COUNTY,POINT ISABEL ISD,031909,TRADITIONAL ISD/CSD,Male,1268
2014-2015,11,DENTON COUNTY,PONDER ISD,061906,TRADITIONAL ISD/CSD,Female,629
2014-2015,11,DENTON COUNTY,PONDER ISD,061906,TRADITIONAL ISD/CSD,Male,671
2014-2015,11,PARKER COUNTY,POOLVILLE ISD,184901,TRADITIONAL ISD/CSD,Female,257
2014-2015,11,PARKER COUNTY,POOLVILLE ISD,184901,TRADITIONAL ISD/CSD,Male,279
2014-2015,20,BEXAR COUNTY,POR VIDA ACADEMY,015801,OPEN ENROLLMENT CHARTER,Female,179
2014-2015,20,BEXAR COUNTY,POR VIDA ACADEMY,015801,OPEN ENROLLMENT CHARTER,Male,173
2014-2015,02,NUECES COUNTY,PORT ARANSAS ISD,178908,TRADITIONAL ISD/CSD,Female,211
2014-2015,02,NUECES COUNTY,PORT ARANSAS ISD,178908,TRADITIONAL ISD/CSD,Male,293
2014-2015,05,JEFFERSON COUNTY,PORT ARTHUR ISD,123907,TRADITIONAL ISD/CSD,Female,4351
2014-2015,05,JEFFERSON COUNTY,PORT ARTHUR ISD,123907,TRADITIONAL ISD/CSD,Male,4694
2014-2015,05,JEFFERSON COUNTY,PORT NECHES-GROVES ISD,123908,TRADITIONAL ISD/CSD,Female,2375
2014-2015,05,JEFFERSON COUNTY,PORT NECHES-GROVES ISD,123908,TRADITIONAL ISD/CSD,Male,2539
2014-2015,20,BEXAR COUNTY,POSITIVE SOLUTIONS CHARTER SCHOOL,015814,OPEN ENROLLMENT CHARTER,Female,97
2014-2015,20,BEXAR COUNTY,POSITIVE SOLUTIONS CHARTER SCHOOL,015814,OPEN ENROLLMENT CHARTER,Male,75
2014-2015,17,GARZA COUNTY,POST ISD,085902,TRADITIONAL ISD/CSD,Female,420
2014-2015,17,GARZA COUNTY,POST ISD,085902,TRADITIONAL ISD/CSD,Male,477
2014-2015,20,ATASCOSA COUNTY,POTEET ISD,007906,TRADITIONAL ISD/CSD,Female,860
2014-2015,20,ATASCOSA COUNTY,POTEET ISD,007906,TRADITIONAL ISD/CSD,Male,885
2014-2015,20,WILSON COUNTY,POTH ISD,247904,TRADITIONAL ISD/CSD,Female,393
2014-2015,20,WILSON COUNTY,POTH ISD,247904,TRADITIONAL ISD/CSD,Male,432
2014-2015,10,GRAYSON COUNTY,POTTSBORO ISD,091913,TRADITIONAL ISD/CSD,Female,650
2014-2015,10,GRAYSON COUNTY,POTTSBORO ISD,091913,TRADITIONAL ISD/CSD,Male,737
2014-2015,13,CALDWELL COUNTY,PRAIRIE LEA ISD,028906,TRADITIONAL ISD/CSD,Female,80
2014-2015,13,CALDWELL COUNTY,PRAIRIE LEA ISD,028906,TRADITIONAL ISD/CSD,Male,83
2014-2015,09,MONTAGUE COUNTY,PRAIRIE VALLEY ISD,169909,TRADITIONAL ISD/CSD,Female,68
2014-2015,09,MONTAGUE COUNTY,PRAIRIE VALLEY ISD,169909,TRADITIONAL ISD/CSD,Male,72
2014-2015,08,LAMAR COUNTY,PRAIRILAND ISD,139912,TRADITIONAL ISD/CSD,Female,570
2014-2015,08,LAMAR COUNTY,PRAIRILAND ISD,139912,TRADITIONAL ISD/CSD,Male,562
2014-2015,11,ERATH COUNTY,PREMIER HIGH SCHOOLS,072801,OPEN ENROLLMENT CHARTER,Female,2010
2014-2015,11,ERATH COUNTY,PREMIER HIGH SCHOOLS,072801,OPEN ENROLLMENT CHARTER,Male,1643
2014-2015,04,GALVESTON COUNTY,PREMIER LEARNING ACADEMY,084805,OPEN ENROLLMENT CHARTER,Female,247
2014-2015,04,GALVESTON COUNTY,PREMIER LEARNING ACADEMY,084805,OPEN ENROLLMENT CHARTER,Male,263
2014-2015,02,JIM WELLS COUNTY,PREMONT ISD,125905,TRADITIONAL ISD/CSD,Female,239
2014-2015,02,JIM WELLS COUNTY,PREMONT ISD,125905,TRADITIONAL ISD/CSD,Male,268
2014-2015,18,PRESIDIO COUNTY,PRESIDIO ISD,189902,TRADITIONAL ISD/CSD,Female,674
2014-2015,18,PRESIDIO COUNTY,PRESIDIO ISD,189902,TRADITIONAL ISD/CSD,Male,701
2014-2015,12,MILLS COUNTY,PRIDDY ISD,167904,TRADITIONAL ISD/CSD,Female,59
2014-2015,12,MILLS COUNTY,PRIDDY ISD,167904,TRADITIONAL ISD/CSD,Male,57
2014-2015,11,TARRANT COUNTY,PRIME PREP ACADEMY,220818,OPEN ENROLLMENT CHARTER,Female,139
2014-2015,11,TARRANT COUNTY,PRIME PREP ACADEMY,220818,OPEN ENROLLMENT CHARTER,Male,188
2014-2015,10,COLLIN COUNTY,PRINCETON ISD,043911,TRADITIONAL ISD/CSD,Female,1879
2014-2015,10,COLLIN COUNTY,PRINCETON ISD,043911,TRADITIONAL ISD/CSD,Male,1911
2014-2015,16,HANSFORD COUNTY,PRINGLE-MORSE CISD,098903,TRADITIONAL ISD/CSD,Female,61
2014-2015,16,HANSFORD COUNTY,PRINGLE-MORSE CISD,098903,TRADITIONAL ISD/CSD,Male,62
2014-2015,12,BELL COUNTY,PRIORITY CHARTER SCHOOLS,014803,OPEN ENROLLMENT CHARTER,Female,447
2014-2015,12,BELL COUNTY,PRIORITY CHARTER SCHOOLS,014803,OPEN ENROLLMENT CHARTER,Male,467
2014-2015,01,HIDALGO COUNTY,PROGRESO ISD,108910,TRADITIONAL ISD/CSD,Female,993
